"week","outlet","total_segments","n_positive","n_negative","n_neutral","pct_positive","pct_negative","pci","eligible","smooth_pci","smooth_pci_lo","smooth_pci_hi","smooth_neg","smooth_neg_lo","smooth_neg_hi"
2025-07-14,"Reuters",1090,124,180,786,11.38,16.51,-5.13,TRUE,-5.6,-7.15,-4.05,16.21,15,17.42
2025-07-21,"Reuters",1041,134,166,741,12.87,15.95,-3.08,TRUE,-5.64,-7.21,-4.07,16.13,14.91,17.36
2025-07-28,"Reuters",1200,146,209,845,12.17,17.42,-5.25,TRUE,-5.61,-7.16,-4.06,16.04,14.83,17.25
2025-08-04,"Reuters",1063,120,144,799,11.29,13.55,-2.26,TRUE,-5.61,-7.13,-4.09,15.97,14.79,17.15
2025-08-11,"Reuters",1001,106,154,741,10.59,15.38,-4.79,TRUE,-5.61,-7.13,-4.1,15.91,14.72,17.09
2025-08-18,"Reuters",885,80,105,700,9.04,11.86,-2.82,TRUE,-5.59,-7.14,-4.05,15.83,14.62,17.04
2025-08-25,"Reuters",843,53,167,623,6.29,19.81,-13.52,TRUE,-5.53,-7.1,-3.96,15.72,14.49,16.94
2025-09-01,"Reuters",821,83,134,604,10.11,16.32,-6.21,TRUE,-5.42,-6.97,-3.87,15.57,14.36,16.78
2025-09-08,"Reuters",781,72,125,584,9.22,16.01,-6.79,TRUE,-5.28,-6.81,-3.75,15.4,14.21,16.6
2025-09-15,"Reuters",858,81,122,655,9.44,14.22,-4.78,TRUE,-5.14,-6.69,-3.59,15.23,14.02,16.44
2025-09-22,"Reuters",965,89,142,734,9.22,14.72,-5.5,TRUE,-5.01,-6.58,-3.44,15.08,13.85,16.3
2025-09-29,"Reuters",779,89,112,578,11.42,14.38,-2.96,TRUE,-4.85,-6.4,-3.3,14.92,13.71,16.12
2025-10-06,"Reuters",659,47,108,504,7.13,16.39,-9.26,TRUE,-4.61,-6.13,-3.1,14.72,13.53,15.9
2025-10-13,"Reuters",883,94,145,644,10.65,16.42,-5.77,TRUE,-4.36,-5.88,-2.84,14.52,13.33,15.7
2025-10-20,"Reuters",885,120,134,631,13.56,15.14,-1.58,TRUE,-4.14,-5.69,-2.59,14.34,13.13,15.55
2025-10-27,"Reuters",878,121,126,631,13.78,14.35,-0.57,TRUE,-4,-5.57,-2.42,14.22,13,15.45
2025-11-03,"Reuters",658,72,110,476,10.94,16.72,-5.78,TRUE,-3.88,-5.43,-2.33,14.12,12.91,15.33
2025-11-10,"Reuters",640,61,70,509,9.53,10.94,-1.41,TRUE,-3.72,-5.24,-2.2,13.99,12.8,15.17
2025-11-17,"Reuters",649,59,99,491,9.09,15.25,-6.16,TRUE,-3.57,-5.09,-2.05,13.86,12.67,15.04
2025-11-24,"Reuters",508,39,64,405,7.68,12.6,-4.92,TRUE,-3.47,-5.01,-1.92,13.76,12.56,14.97
2025-12-01,"Reuters",627,80,75,472,12.76,11.96,0.8,TRUE,-3.45,-5.02,-1.88,13.74,12.52,14.97
2025-12-08,"Reuters",682,63,90,529,9.24,13.2,-3.96,TRUE,-3.56,-5.11,-2.01,13.81,12.6,15.02
2025-12-15,"Reuters",661,69,95,497,10.44,14.37,-3.93,TRUE,-3.77,-5.29,-2.25,13.94,12.75,15.12
2025-12-22,"Reuters",329,30,39,260,9.12,11.85,-2.73,TRUE,-4.03,-5.55,-2.52,14.1,12.92,15.28
2025-12-29,"Reuters",450,44,61,345,9.78,13.56,-3.78,TRUE,-4.29,-5.84,-2.75,14.27,13.07,15.48
2026-01-05,"Reuters",940,91,140,709,9.68,14.89,-5.21,TRUE,-4.5,-6.07,-2.93,14.43,13.21,15.66
2026-01-12,"Reuters",1067,97,159,811,9.09,14.9,-5.81,TRUE,-4.73,-6.28,-3.18,14.67,13.47,15.88
2026-01-19,"Reuters",1114,127,192,795,11.4,17.24,-5.84,TRUE,-5.06,-6.59,-3.52,15.03,13.84,16.23
2026-01-26,"Reuters",971,94,142,735,9.68,14.62,-4.94,TRUE,-5.38,-6.93,-3.83,15.4,14.19,16.61
2026-02-02,"Reuters",779,98,118,563,12.58,15.15,-2.57,TRUE,-5.62,-7.19,-4.04,15.66,14.43,16.88
2026-02-09,"Reuters",679,57,89,533,8.39,13.11,-4.72,TRUE,-5.78,-7.33,-4.22,15.84,14.62,17.05
2026-02-16,"Reuters",647,65,106,476,10.05,16.38,-6.33,TRUE,-5.93,-7.46,-4.4,16.02,14.83,17.22
2026-02-23,"Reuters",810,84,131,595,10.37,16.17,-5.8,TRUE,-6.07,-7.58,-4.56,16.2,15.02,17.38
2026-03-02,"Reuters",808,81,132,595,10.02,16.34,-6.32,TRUE,-6.2,-7.71,-4.69,16.36,15.18,17.54
2026-03-09,"Reuters",826,72,151,603,8.72,18.28,-9.56,TRUE,-6.32,-7.82,-4.82,16.47,15.3,17.64
2026-03-16,"Reuters",750,57,120,573,7.6,16,-8.4,TRUE,-6.36,-7.82,-4.9,16.48,15.34,17.62
2026-03-23,"Reuters",750,99,142,509,13.2,18.93,-5.73,TRUE,-6.3,-7.72,-4.88,16.41,15.3,17.51
2026-03-30,"Reuters",714,79,123,512,11.06,17.23,-6.17,TRUE,-6.25,-7.65,-4.86,16.33,15.24,17.42
2026-04-06,"Reuters",798,77,138,583,9.65,17.29,-7.64,TRUE,-6.31,-7.69,-4.92,16.33,15.25,17.41
2026-04-13,"Reuters",810,106,129,575,13.09,15.93,-2.84,TRUE,-6.56,-7.95,-5.17,16.48,15.4,17.57
2026-04-20,"Reuters",740,58,107,575,7.84,14.46,-6.62,TRUE,-6.97,-8.37,-5.57,16.76,15.67,17.85
2026-04-27,"Reuters",552,44,105,403,7.97,19.02,-11.05,TRUE,-7.45,-8.87,-6.03,17.08,15.98,18.19
2026-05-04,"Reuters",642,74,93,475,11.53,14.49,-2.96,TRUE,-7.99,-9.44,-6.55,17.45,16.32,18.58
2026-05-11,"Reuters",782,85,132,565,10.87,16.88,-6.01,TRUE,-8.61,-10.11,-7.11,17.87,16.71,19.04
2026-05-18,"Reuters",692,55,108,529,7.95,15.61,-7.66,TRUE,-9.3,-10.87,-7.73,18.34,17.12,19.56
2026-05-25,"Reuters",507,54,76,377,10.65,14.99,-4.34,TRUE,-10.07,-11.73,-8.41,18.87,17.58,20.17
2026-06-01,"Reuters",616,50,100,466,8.12,16.23,-8.11,TRUE,-10.93,-12.71,-9.14,19.46,18.07,20.85
2026-06-08,"Reuters",672,62,137,473,9.23,20.39,-11.16,TRUE,-11.86,-13.81,-9.92,20.11,18.59,21.62
2026-06-15,"Reuters",442,38,57,347,8.6,12.9,-4.3,TRUE,-23.61,-28.42,-18.81,28.24,24.49,31.98
2026-07-13,"Reuters",1,1,0,0,100,0,100,FALSE,NA,NA,NA,NA,NA,NA
2026-08-10,"Reuters",11,1,1,9,9.09,9.09,0,FALSE,NA,NA,NA,NA,NA,NA
2026-08-17,"Reuters",51,2,17,32,3.92,33.33,-29.41,TRUE,-8.02,-10.24,-5.8,18.23,16.5,19.96
2024-12-30,"USA Today",90,6,12,72,6.67,13.33,-6.66,TRUE,-10.49,-14.33,-6.64,17.22,14.08,20.37
2025-01-06,"USA Today",192,13,48,131,6.77,25,-18.23,TRUE,-11.4,-14.82,-7.99,17.98,15.19,20.78
2025-01-13,"USA Today",281,20,48,213,7.12,17.08,-9.96,TRUE,-12.26,-15.29,-9.23,18.69,16.21,21.17
2025-01-20,"USA Today",325,20,44,261,6.15,13.54,-7.39,TRUE,-13.06,-15.75,-10.36,19.35,17.14,21.55
2025-01-27,"USA Today",262,15,48,199,5.73,18.32,-12.59,TRUE,-13.78,-16.19,-11.36,19.95,17.97,21.92
2025-02-03,"USA Today",274,23,57,194,8.39,20.8,-12.41,TRUE,-14.41,-16.59,-12.22,20.48,18.69,22.27
2025-02-10,"USA Today",257,15,63,179,5.84,24.51,-18.67,TRUE,-14.95,-16.96,-12.93,20.94,19.29,22.59
2025-02-17,"USA Today",228,14,47,167,6.14,20.61,-14.47,TRUE,-15.41,-17.31,-13.52,21.35,19.8,22.9
2025-02-24,"USA Today",245,15,57,173,6.12,23.27,-17.15,TRUE,-15.81,-17.64,-13.99,21.7,20.21,23.19
2025-03-03,"USA Today",287,18,53,216,6.27,18.47,-12.2,TRUE,-16.15,-17.95,-14.36,22,20.54,23.47
2025-03-10,"USA Today",239,9,64,166,3.77,26.78,-23.01,TRUE,-16.45,-18.24,-14.65,22.27,20.8,23.73
2025-03-17,"USA Today",256,8,51,197,3.12,19.92,-16.8,TRUE,-16.67,-18.48,-14.85,22.47,20.99,23.96
2025-03-24,"USA Today",275,12,67,196,4.36,24.36,-20,TRUE,-16.8,-18.64,-14.96,22.61,21.11,24.12
2025-03-31,"USA Today",303,17,91,195,5.61,30.03,-24.42,TRUE,-16.85,-18.72,-14.99,22.7,21.17,24.22
2025-04-07,"USA Today",268,19,73,176,7.09,27.24,-20.15,TRUE,-16.86,-18.75,-14.96,22.74,21.18,24.29
2025-04-14,"USA Today",221,4,55,162,1.81,24.89,-23.08,TRUE,-16.83,-18.75,-14.9,22.74,21.17,24.32
2025-04-21,"USA Today",229,9,52,168,3.93,22.71,-18.78,TRUE,-16.78,-18.73,-14.83,22.72,21.13,24.32
2025-04-28,"USA Today",259,20,61,178,7.72,23.55,-15.83,TRUE,-16.59,-18.55,-14.63,22.61,21,24.22
2025-05-05,"USA Today",237,20,51,166,8.44,21.52,-13.08,TRUE,-16.19,-18.17,-14.22,22.35,20.74,23.97
2025-05-12,"USA Today",201,14,35,152,6.97,17.41,-10.44,TRUE,-15.7,-17.71,-13.69,22.03,20.38,23.67
2025-05-19,"USA Today",217,11,50,156,5.07,23.04,-17.97,TRUE,-15.2,-17.26,-13.15,21.69,20.01,23.37
2025-05-26,"USA Today",172,10,34,128,5.81,19.77,-13.96,TRUE,-14.83,-16.9,-12.75,21.41,19.71,23.11
2025-06-02,"USA Today",241,13,48,180,5.39,19.92,-14.53,TRUE,-14.46,-16.51,-12.4,21.12,19.44,22.8
2025-06-09,"USA Today",293,20,49,224,6.83,16.72,-9.89,TRUE,-13.97,-15.98,-11.96,20.73,19.08,22.37
2025-06-16,"USA Today",206,14,47,145,6.8,22.82,-16.02,TRUE,-13.44,-15.43,-11.45,20.29,18.66,21.92
2025-06-23,"USA Today",232,17,47,168,7.33,20.26,-12.93,TRUE,-12.93,-14.94,-10.92,19.86,18.21,21.5
2025-06-30,"USA Today",183,21,36,126,11.48,19.67,-8.19,TRUE,-12.51,-14.56,-10.46,19.48,17.79,21.16
2025-07-07,"USA Today",239,17,39,183,7.11,16.32,-9.21,TRUE,-12.24,-14.32,-10.16,19.19,17.49,20.89
2025-07-14,"USA Today",218,11,49,158,5.05,22.48,-17.43,TRUE,-12.14,-14.19,-10.08,18.99,17.31,20.67
2025-07-21,"USA Today",230,18,40,172,7.83,17.39,-9.56,TRUE,-12.14,-14.16,-10.12,18.83,17.17,20.48
2025-07-28,"USA Today",213,17,38,158,7.98,17.84,-9.86,TRUE,-12.21,-14.23,-10.19,18.69,17.04,20.34
2025-08-04,"USA Today",199,14,40,145,7.04,20.1,-13.06,TRUE,-12.29,-14.35,-10.24,18.57,16.89,20.25
2025-08-11,"USA Today",173,10,42,121,5.78,24.28,-18.5,TRUE,-12.35,-14.43,-10.27,18.46,16.76,20.16
2025-08-18,"USA Today",188,14,25,149,7.45,13.3,-5.85,TRUE,-12.46,-14.51,-10.4,18.38,16.7,20.06
2025-08-25,"USA Today",187,9,32,146,4.81,17.11,-12.3,TRUE,-12.69,-14.71,-10.66,18.34,16.69,19.99
2025-09-01,"USA Today",173,7,32,134,4.05,18.5,-14.45,TRUE,-12.96,-14.98,-10.94,18.32,16.66,19.97
2025-09-08,"USA Today",217,6,45,166,2.76,20.74,-17.98,TRUE,-13.22,-15.27,-11.17,18.3,16.62,19.98
2025-09-15,"USA Today",217,9,36,172,4.15,16.59,-12.44,TRUE,-13.39,-15.47,-11.31,18.28,16.58,19.98
2025-09-22,"USA Today",231,8,40,183,3.46,17.32,-13.86,TRUE,-13.54,-15.59,-11.48,18.28,16.6,19.96
2025-09-29,"USA Today",190,8,33,149,4.21,17.37,-13.16,TRUE,-13.74,-15.76,-11.72,18.31,16.66,19.96
2025-10-06,"USA Today",184,9,38,137,4.89,20.65,-15.76,TRUE,-13.95,-15.97,-11.93,18.36,16.7,20.01
2025-10-13,"USA Today",186,6,32,148,3.23,17.2,-13.97,TRUE,-14.14,-16.19,-12.08,18.4,16.72,20.08
2025-10-20,"USA Today",209,11,36,162,5.26,17.22,-11.96,TRUE,-14.26,-16.34,-12.18,18.42,16.72,20.12
2025-10-27,"USA Today",179,11,33,135,6.15,18.44,-12.29,TRUE,-14.29,-16.34,-12.23,18.4,16.72,20.08
2025-11-03,"USA Today",222,13,43,166,5.86,19.37,-13.51,TRUE,-14.24,-16.25,-12.23,18.36,16.71,20
2025-11-10,"USA Today",222,7,38,177,3.15,17.12,-13.97,TRUE,-14.16,-16.15,-12.17,18.31,16.68,19.94
2025-11-17,"USA Today",178,9,31,138,5.06,17.42,-12.36,TRUE,-14.08,-16.09,-12.07,18.28,16.63,19.92
2025-11-24,"USA Today",131,2,26,103,1.53,19.85,-18.32,TRUE,-14.03,-16.09,-11.98,18.27,16.59,19.95
2025-12-01,"USA Today",198,7,42,149,3.54,21.21,-17.67,TRUE,-14.06,-16.14,-11.98,18.32,16.62,20.02
2025-12-08,"USA Today",192,5,44,143,2.6,22.92,-20.32,TRUE,-14.15,-16.2,-12.09,18.41,16.73,20.09
2025-12-15,"USA Today",181,4,34,143,2.21,18.78,-16.57,TRUE,-14.25,-16.27,-12.23,18.52,16.87,20.17
2025-12-22,"USA Today",84,6,15,63,7.14,17.86,-10.72,TRUE,-14.37,-16.39,-12.35,18.65,16.99,20.3
2025-12-29,"USA Today",121,11,16,94,9.09,13.22,-4.13,TRUE,-14.49,-16.55,-12.44,18.79,17.11,20.47
2026-01-05,"USA Today",228,12,47,169,5.26,20.61,-15.35,TRUE,-14.61,-16.69,-12.53,18.94,17.24,20.64
2026-01-12,"USA Today",224,10,45,169,4.46,20.09,-15.63,TRUE,-14.78,-16.83,-12.73,19.15,17.47,20.83
2026-01-19,"USA Today",215,9,39,167,4.19,18.14,-13.95,TRUE,-15.03,-17.04,-13.02,19.46,17.82,21.11
2026-01-26,"USA Today",224,4,37,183,1.79,16.52,-14.73,TRUE,-15.31,-17.3,-13.32,19.81,18.18,21.44
2026-02-02,"USA Today",199,4,28,167,2.01,14.07,-12.06,TRUE,-15.57,-17.58,-13.56,20.15,18.51,21.8
2026-02-09,"USA Today",161,8,32,121,4.97,19.88,-14.91,TRUE,-15.77,-17.82,-13.72,20.43,18.75,22.11
2026-02-16,"USA Today",173,11,37,125,6.36,21.39,-15.03,TRUE,-15.85,-17.93,-13.77,20.59,18.89,22.29
2026-02-23,"USA Today",265,13,57,195,4.91,21.51,-16.6,TRUE,-15.85,-17.91,-13.8,20.69,19.01,22.37
2026-03-02,"USA Today",230,10,54,166,4.35,23.48,-19.13,TRUE,-15.85,-17.87,-13.83,20.81,19.15,22.46
2026-03-09,"USA Today",180,7,36,137,3.89,20,-16.11,TRUE,-15.83,-17.85,-13.81,20.91,19.26,22.57
2026-03-16,"USA Today",156,9,39,108,5.77,25,-19.23,TRUE,-15.78,-17.84,-13.73,20.99,19.31,22.67
2026-03-23,"USA Today",186,9,33,144,4.84,17.74,-12.9,TRUE,-15.7,-17.78,-13.62,21.01,19.31,22.71
2026-03-30,"USA Today",178,8,52,118,4.49,29.21,-24.72,TRUE,-15.52,-17.58,-13.47,20.93,19.25,22.62
2026-04-06,"USA Today",170,11,50,109,6.47,29.41,-22.94,TRUE,-15.24,-17.26,-13.22,20.75,19.1,22.4
2026-04-13,"USA Today",187,12,36,139,6.42,19.25,-12.83,TRUE,-14.9,-16.88,-12.92,20.52,18.9,22.14
2026-04-20,"USA Today",165,11,33,121,6.67,20,-13.33,TRUE,-14.57,-16.53,-12.61,20.29,18.69,21.9
2026-04-27,"USA Today",221,11,38,172,4.98,17.19,-12.21,TRUE,-14.3,-16.25,-12.36,20.12,18.53,21.72
2026-05-04,"USA Today",168,15,28,125,8.93,16.67,-7.74,TRUE,-14.17,-16.1,-12.24,20.05,18.48,21.63
2026-05-11,"USA Today",190,11,33,146,5.79,17.37,-11.58,TRUE,-14.11,-16,-12.21,20.04,18.49,21.6
2026-05-18,"USA Today",198,9,42,147,4.55,21.21,-16.66,TRUE,-14.03,-15.89,-12.16,20.02,18.49,21.55
2026-05-25,"USA Today",166,12,26,128,7.23,15.66,-8.43,TRUE,-13.95,-15.79,-12.12,20,18.49,21.5
2026-06-01,"USA Today",180,12,34,134,6.67,18.89,-12.22,TRUE,-13.91,-15.72,-12.1,19.99,18.51,21.48
2026-06-08,"USA Today",235,10,36,189,4.26,15.32,-11.06,TRUE,-13.92,-15.71,-12.13,20.03,18.56,21.49
2026-06-15,"USA Today",169,6,34,129,3.55,20.12,-16.57,TRUE,-13.97,-15.76,-12.17,20.09,18.62,21.55
2026-06-22,"USA Today",173,16,31,126,9.25,17.92,-8.67,TRUE,-14.02,-15.85,-12.2,20.15,18.66,21.64
2026-06-29,"USA Today",183,17,26,140,9.29,14.21,-4.92,TRUE,-14.11,-16,-12.21,20.23,18.68,21.78
2026-07-06,"USA Today",183,11,40,132,6.01,21.86,-15.85,TRUE,-14.21,-16.23,-12.2,20.33,18.68,21.98
2026-07-13,"USA Today",194,4,45,145,2.06,23.2,-21.14,TRUE,-14.36,-16.55,-12.17,20.46,18.67,22.24
2026-07-20,"USA Today",172,8,30,134,4.65,17.44,-12.79,TRUE,-14.56,-16.97,-12.14,20.62,18.64,22.59
2026-07-27,"USA Today",168,14,34,120,8.33,20.24,-11.91,TRUE,-14.8,-17.5,-12.11,20.82,18.61,23.02
2026-08-03,"USA Today",139,13,30,96,9.35,21.58,-12.23,TRUE,-15.09,-18.12,-12.06,21.05,18.57,23.53
2026-08-10,"USA Today",116,4,25,87,3.45,21.55,-18.1,TRUE,-15.4,-18.82,-11.98,21.3,18.5,24.09
2026-08-17,"USA Today",97,5,27,65,5.15,27.84,-22.69,TRUE,-15.73,-19.58,-11.89,21.56,18.41,24.71
2026-06-08,"Washington Post",5,0,0,5,0,0,0,FALSE,NA,NA,NA,NA,NA,NA
2026-06-15,"Washington Post",12,1,2,9,8.33,16.67,-8.34,FALSE,NA,NA,NA,NA,NA,NA
2026-06-22,"Washington Post",1,1,0,0,100,0,100,FALSE,NA,NA,NA,NA,NA,NA
2026-08-10,"Washington Post",17,0,7,10,0,41.18,-41.18,FALSE,NA,NA,NA,NA,NA,NA
2026-08-17,"Washington Post",57,2,17,38,3.51,29.82,-26.31,TRUE,NA,NA,NA,NA,NA,NA
