"week","network","total_segments","n_positive","n_negative","n_neutral","pct_positive","pct_negative","pci","eligible","smooth_pci","smooth_pci_lo","smooth_pci_hi","smooth_neg","smooth_neg_lo","smooth_neg_hi"
2026-01-26,"MSNBC/MSNow",1477,75,538,864,5.08,36.43,-31.35,TRUE,-30.21,-31.75,-28.67,36.73,35.28,38.18
2026-02-02,"MSNBC/MSNow",1597,114,590,893,7.14,36.94,-29.8,TRUE,-30.28,-31.8,-28.75,36.88,35.44,38.31
2026-02-09,"MSNBC/MSNow",1721,118,647,956,6.86,37.59,-30.73,TRUE,-30.33,-31.87,-28.79,37.02,35.56,38.47
2026-02-16,"MSNBC/MSNow",1482,116,532,834,7.83,35.9,-28.07,TRUE,-30.39,-31.96,-28.81,37.16,35.68,38.64
2026-02-23,"MSNBC/MSNow",1938,100,718,1120,5.16,37.05,-31.89,TRUE,-30.48,-32.08,-28.89,37.33,35.83,38.83
2026-03-02,"MSNBC/MSNow",1622,147,515,960,9.06,31.75,-22.69,TRUE,-30.6,-32.18,-29.02,37.53,36.05,39.01
2026-03-09,"MSNBC/MSNow",1610,105,655,850,6.52,40.68,-34.16,TRUE,-30.72,-32.27,-29.17,37.76,36.3,39.22
2026-03-16,"MSNBC/MSNow",1919,117,708,1094,6.1,36.89,-30.79,TRUE,-30.83,-32.38,-29.28,38,36.54,39.45
2026-03-23,"MSNBC/MSNow",1735,116,637,982,6.69,36.71,-30.02,TRUE,-30.93,-32.51,-29.35,38.21,36.73,39.7
2026-03-30,"MSNBC/MSNow",2030,127,772,1131,6.26,38.03,-31.77,TRUE,-31.01,-32.61,-29.42,38.39,36.89,39.89
2026-04-06,"MSNBC/MSNow",2024,171,814,1039,8.45,40.22,-31.77,TRUE,-31.05,-32.63,-29.48,38.52,37.03,40.01
2026-04-13,"MSNBC/MSNow",1996,174,849,973,8.72,42.54,-33.82,TRUE,-31.05,-32.59,-29.5,38.61,37.15,40.07
2026-04-20,"MSNBC/MSNow",2052,149,848,1055,7.26,41.33,-34.07,TRUE,-31.02,-32.54,-29.5,38.68,37.25,40.11
2026-04-27,"MSNBC/MSNow",1745,125,595,1025,7.16,34.1,-26.94,TRUE,-31,-32.5,-29.49,38.75,37.34,40.17
2026-05-04,"MSNBC/MSNow",1892,164,787,941,8.67,41.6,-32.93,TRUE,-31.01,-32.51,-29.52,38.85,37.44,40.26
2026-05-11,"MSNBC/MSNow",2013,167,788,1058,8.3,39.15,-30.85,TRUE,-31.1,-32.58,-29.62,38.99,37.59,40.38
2026-05-18,"MSNBC/MSNow",2156,176,888,1092,8.16,41.19,-33.03,TRUE,-31.23,-32.68,-29.77,39.15,37.78,40.52
2026-05-25,"MSNBC/MSNow",1682,172,654,856,10.23,38.88,-28.65,TRUE,-31.36,-32.79,-29.92,39.31,37.96,40.66
2026-06-01,"MSNBC/MSNow",2037,119,792,1126,5.84,38.88,-33.04,TRUE,-31.5,-32.91,-30.09,39.48,38.15,40.81
2026-06-08,"MSNBC/MSNow",2327,194,912,1221,8.34,39.19,-30.85,TRUE,-31.66,-33.05,-30.27,39.66,38.35,40.96
2026-06-15,"MSNBC/MSNow",1572,99,628,845,6.3,39.95,-33.65,TRUE,-31.84,-33.22,-30.47,39.85,38.55,41.14
2026-06-22,"MSNBC/MSNow",1680,130,670,880,7.74,39.88,-32.14,TRUE,-32.05,-33.43,-30.68,40.05,38.76,41.35
2026-06-29,"MSNBC/MSNow",1490,175,529,786,11.74,35.5,-23.76,TRUE,-32.28,-33.68,-30.88,40.26,38.95,41.58
2026-07-06,"MSNBC/MSNow",1521,144,585,792,9.47,38.46,-28.99,TRUE,-32.52,-33.97,-31.07,40.48,39.11,41.85
2026-07-13,"MSNBC/MSNow",1521,97,580,844,6.38,38.13,-31.75,TRUE,-32.78,-34.32,-31.23,40.71,39.26,42.16
2026-07-20,"MSNBC/MSNow",1573,118,666,789,7.5,42.34,-34.84,TRUE,-33.06,-34.74,-31.38,40.95,39.37,42.53
2026-07-27,"MSNBC/MSNow",1628,115,704,809,7.06,43.24,-36.18,TRUE,-33.36,-35.21,-31.51,41.2,39.46,42.94
2026-08-03,"MSNBC/MSNow",1517,126,610,781,8.31,40.21,-31.9,TRUE,-33.7,-35.76,-31.63,41.46,39.52,43.41
2026-08-10,"MSNBC/MSNow",1473,111,566,796,7.54,38.42,-30.88,TRUE,-34.05,-36.37,-31.73,41.74,39.55,43.93
2026-08-17,"MSNBC/MSNow",1412,101,603,708,7.15,42.71,-35.56,TRUE,-34.42,-37.04,-31.8,42.03,39.56,44.49
2026-08-24,"MSNBC/MSNow",148,11,70,67,7.43,47.3,-39.87,TRUE,-34.81,-37.76,-31.86,42.32,39.54,45.1
2024-12-30,"NBC",110,9,10,91,8.18,9.09,-0.91,TRUE,-5.82,-12.91,1.26,15.34,8.9,21.78
2025-01-06,"NBC",186,22,39,125,11.83,20.97,-9.14,TRUE,-6.82,-13.08,-0.57,16.46,10.78,22.14
2025-01-13,"NBC",274,22,28,224,8.03,10.22,-2.19,TRUE,-7.76,-13.27,-2.24,17.51,12.5,22.52
2025-01-20,"NBC",426,64,67,295,15.02,15.73,-0.71,TRUE,-8.62,-13.5,-3.74,18.48,14.05,22.92
2025-01-27,"NBC",377,27,77,273,7.16,20.42,-13.26,TRUE,-9.39,-13.75,-5.04,19.37,15.41,23.32
2025-02-03,"NBC",395,23,102,270,5.82,25.82,-20,TRUE,-10.06,-14.01,-6.12,20.15,16.57,23.73
2025-02-10,"NBC",372,25,93,254,6.72,25,-18.28,TRUE,-10.63,-14.27,-6.99,20.83,17.52,24.14
2025-02-17,"NBC",354,46,92,216,12.99,25.99,-13,TRUE,-11.11,-14.55,-7.67,21.42,18.29,24.55
2025-02-24,"NBC",416,70,101,245,16.83,24.28,-7.45,TRUE,-11.52,-14.85,-8.18,21.93,18.9,24.97
2025-03-03,"NBC",408,45,78,285,11.03,19.12,-8.09,TRUE,-11.86,-15.16,-8.55,22.38,19.38,25.38
2025-03-10,"NBC",401,60,110,231,14.96,27.43,-12.47,TRUE,-12.15,-15.47,-8.82,22.77,19.75,25.79
2025-03-17,"NBC",416,31,111,274,7.45,26.68,-19.23,TRUE,-12.34,-15.72,-8.97,23.06,19.99,26.13
2025-03-24,"NBC",339,18,77,244,5.31,22.71,-17.4,TRUE,-12.4,-15.83,-8.97,23.23,20.11,26.35
2025-03-31,"NBC",360,38,77,245,10.56,21.39,-10.83,TRUE,-12.38,-15.87,-8.9,23.32,20.15,26.49
2025-04-07,"NBC",225,41,45,139,18.22,20,-1.78,TRUE,-12.33,-15.88,-8.79,23.36,20.14,26.58
2025-04-14,"NBC",280,13,77,190,4.64,27.5,-22.86,TRUE,-12.3,-15.89,-8.7,23.39,20.12,26.66
2025-04-21,"NBC",305,14,87,204,4.59,28.52,-23.93,TRUE,-12.09,-15.71,-8.47,23.26,19.97,26.55
2025-04-28,"NBC",293,38,96,159,12.97,32.76,-19.79,TRUE,-11.61,-15.25,-7.96,22.88,19.57,26.2
2025-05-05,"NBC",233,19,32,182,8.15,13.73,-5.58,TRUE,-11.01,-14.72,-7.3,22.4,19.03,25.76
2025-05-12,"NBC",260,42,41,177,16.15,15.77,0.38,TRUE,-10.45,-14.24,-6.66,21.92,18.47,25.37
2025-05-19,"NBC",255,34,63,158,13.33,24.71,-11.38,TRUE,-10.09,-13.93,-6.25,21.59,18.1,25.08
2025-05-26,"NBC",288,26,48,214,9.03,16.67,-7.64,TRUE,-9.87,-13.66,-6.08,21.37,17.93,24.81
2025-06-02,"NBC",149,11,32,106,7.38,21.48,-14.1,TRUE,-9.63,-13.33,-5.92,21.13,17.77,24.5
2025-06-09,"NBC",148,8,37,103,5.41,25,-19.59,TRUE,-9.39,-13.05,-5.73,20.89,17.56,24.22
2025-06-16,"NBC",135,16,32,87,11.85,23.7,-11.85,TRUE,-9.19,-12.9,-5.49,20.66,17.29,24.02
2025-06-23,"NBC",106,24,30,52,22.64,28.3,-5.66,TRUE,-9.06,-12.85,-5.27,20.44,17,23.89
2025-06-30,"NBC",62,11,8,43,17.74,12.9,4.84,TRUE,-9.02,-12.86,-5.18,20.26,16.77,23.75
2025-07-07,"NBC",119,16,17,86,13.45,14.29,-0.84,TRUE,-9.13,-12.92,-5.34,20.1,16.65,23.54
2025-07-14,"NBC",103,13,8,82,12.62,7.77,4.85,TRUE,-9.37,-13.1,-5.65,19.92,16.54,23.3
2025-07-21,"NBC",79,6,8,65,7.59,10.13,-2.54,TRUE,-9.69,-13.41,-5.97,19.76,16.38,23.15
2025-07-28,"NBC",100,6,31,63,6,31,-25,TRUE,-10.02,-13.81,-6.22,19.64,16.19,23.08
2025-08-04,"NBC",84,9,28,47,10.71,33.33,-22.62,TRUE,-10.28,-14.12,-6.44,19.57,16.08,23.06
2025-08-11,"NBC",210,18,44,148,8.57,20.95,-12.38,TRUE,-10.62,-14.41,-6.83,19.61,16.16,23.05
2025-08-18,"NBC",105,7,17,81,6.67,16.19,-9.52,TRUE,-11.15,-14.87,-7.43,19.74,16.36,23.12
2025-08-25,"NBC",63,3,12,48,4.76,19.05,-14.29,TRUE,-11.75,-15.48,-8.03,19.92,16.54,23.3
2025-09-01,"NBC",106,7,28,71,6.6,26.42,-19.82,TRUE,-12.31,-16.1,-8.51,20.09,16.64,23.53
2025-09-08,"NBC",90,9,22,59,10,24.44,-14.44,TRUE,-12.69,-16.53,-8.85,20.19,16.7,23.68
2025-09-15,"NBC",72,0,8,64,0,11.11,-11.11,TRUE,-12.96,-16.74,-9.17,20.3,16.86,23.74
2025-09-22,"NBC",66,5,16,45,7.58,24.24,-16.66,TRUE,-13.23,-16.93,-9.53,20.49,17.13,23.85
2025-09-29,"NBC",59,3,10,46,5.08,16.95,-11.87,TRUE,-13.49,-17.15,-9.83,20.69,17.36,24.02
2025-10-06,"NBC",156,14,22,120,8.97,14.1,-5.13,TRUE,-13.72,-17.4,-10.03,20.85,17.49,24.2
2025-10-13,"NBC",127,14,15,98,11.02,11.81,-0.79,TRUE,-13.89,-17.6,-10.18,20.89,17.52,24.26
2025-10-20,"NBC",126,6,23,97,4.76,18.25,-13.49,TRUE,-13.96,-17.61,-10.31,20.84,17.52,24.16
2025-10-27,"NBC",83,6,25,52,7.23,30.12,-22.89,TRUE,-13.92,-17.49,-10.35,20.74,17.5,23.98
2025-11-03,"NBC",94,9,26,59,9.57,27.66,-18.09,TRUE,-13.81,-17.34,-10.28,20.61,17.4,23.81
2025-11-10,"NBC",112,10,29,73,8.93,25.89,-16.96,TRUE,-13.67,-17.23,-10.11,20.45,17.22,23.69
2025-11-17,"NBC",178,15,36,127,8.43,20.22,-11.79,TRUE,-13.54,-17.17,-9.91,20.29,16.99,23.59
2025-11-24,"NBC",63,6,15,42,9.52,23.81,-14.29,TRUE,-13.46,-17.14,-9.78,20.13,16.78,23.47
2025-12-01,"NBC",74,5,9,60,6.76,12.16,-5.4,TRUE,-13.42,-17.07,-9.76,19.92,16.6,23.24
2025-12-08,"NBC",95,9,21,65,9.47,22.11,-12.64,TRUE,-13.37,-17.01,-9.73,19.64,16.34,22.95
2025-12-15,"NBC",52,2,14,36,3.85,26.92,-23.07,TRUE,-13.32,-17.01,-9.64,19.35,16,22.7
2025-12-22,"NBC",50,1,5,44,2,10,-8,TRUE,-13.28,-17.06,-9.5,19.1,15.66,22.53
2025-12-29,"NBC",53,3,11,39,5.66,20.75,-15.09,TRUE,-13.24,-17.09,-9.39,18.92,15.42,22.42
2026-01-05,"NBC",105,5,20,80,4.76,19.05,-14.29,TRUE,-13.19,-17.03,-9.36,18.69,15.21,22.18
2026-01-12,"NBC",96,4,13,79,4.17,13.54,-9.37,TRUE,-13.12,-16.94,-9.3,18.32,14.85,21.79
2026-01-19,"NBC",35,1,10,24,2.86,28.57,-25.71,TRUE,-13.04,-16.91,-9.17,17.91,14.39,21.43
2026-01-26,"NBC",69,6,12,51,8.7,17.39,-8.69,TRUE,-12.96,-16.93,-9,17.58,13.98,21.19
2026-02-02,"NBC",49,0,5,44,0,10.2,-10.2,TRUE,-12.9,-16.92,-8.87,17.45,13.79,21.11
2026-02-23,"NBC",72,5,7,60,6.94,9.72,-2.78,TRUE,-12.88,-16.65,-9.12,18.16,14.74,21.59
2026-03-02,"NBC",75,3,10,62,4,13.33,-9.33,TRUE,-12.9,-16.6,-9.2,18.59,15.23,21.96
2026-03-09,"NBC",23,2,1,20,8.7,4.35,4.35,FALSE,NA,NA,NA,NA,NA,NA
2026-03-16,"NBC",78,5,18,55,6.41,23.08,-16.67,TRUE,-12.81,-16.65,-8.97,19.77,16.28,23.26
2026-03-23,"NBC",92,5,21,66,5.43,22.83,-17.4,TRUE,-12.68,-16.55,-8.82,19.96,16.45,23.47
2026-03-30,"NBC",126,7,27,92,5.56,21.43,-15.87,TRUE,-12.51,-16.33,-8.69,20.1,16.62,23.57
2026-04-06,"NBC",69,6,8,55,8.7,11.59,-2.89,TRUE,-12.32,-16.07,-8.56,20.26,16.85,23.67
2026-04-13,"NBC",125,8,27,90,6.4,21.6,-15.2,TRUE,-12.1,-15.79,-8.42,20.42,17.07,23.77
2026-04-20,"NBC",102,6,24,72,5.88,23.53,-17.65,TRUE,-11.86,-15.5,-8.23,20.53,17.22,23.83
2026-04-27,"NBC",87,4,14,69,4.6,16.09,-11.49,TRUE,-11.59,-15.17,-8.02,20.54,17.29,23.79
2026-05-04,"NBC",80,11,19,50,13.75,23.75,-10,TRUE,-11.3,-14.8,-7.8,20.5,17.33,23.68
2026-05-11,"NBC",150,17,42,91,11.33,28,-16.67,TRUE,-10.99,-14.41,-7.57,20.46,17.35,23.56
2026-05-18,"NBC",108,19,38,51,17.59,35.19,-17.6,TRUE,-10.65,-14,-7.31,20.38,17.34,23.42
2026-05-25,"NBC",108,15,23,70,13.89,21.3,-7.41,TRUE,-10.29,-13.57,-7.01,20.27,17.29,23.25
2026-06-01,"NBC",114,7,26,81,6.14,22.81,-16.67,TRUE,-9.9,-13.14,-6.66,20.1,17.16,23.04
2026-06-08,"NBC",86,10,9,67,11.63,10.47,1.16,TRUE,-9.48,-12.71,-6.25,19.89,16.96,22.83
2026-06-15,"NBC",81,14,9,58,17.28,11.11,6.17,TRUE,-9.03,-12.32,-5.75,19.65,16.67,22.63
2026-06-22,"NBC",88,9,25,54,10.23,28.41,-18.18,TRUE,-8.57,-11.98,-5.15,19.38,16.28,22.48
2026-06-29,"NBC",100,12,34,54,12,34,-22,TRUE,-8.07,-11.7,-4.44,19.06,15.77,22.36
2026-07-06,"NBC",47,3,4,40,6.38,8.51,-2.13,TRUE,-7.55,-11.49,-3.6,18.7,15.12,22.28
2026-07-13,"NBC",83,6,12,65,7.23,14.46,-7.23,TRUE,-6.99,-11.34,-2.64,18.28,14.33,22.24
2026-07-20,"NBC",59,4,7,48,6.78,11.86,-5.08,TRUE,-6.41,-11.27,-1.55,17.81,13.39,22.22
2026-07-27,"NBC",78,8,14,56,10.26,17.95,-7.69,TRUE,-5.79,-11.25,-0.33,17.29,12.32,22.25
2026-08-03,"NBC",60,11,9,40,18.33,15,3.33,TRUE,-5.15,-11.3,0.99,16.72,11.14,22.31
2026-08-10,"NBC",42,5,9,28,11.9,21.43,-9.53,TRUE,-4.49,-11.4,2.41,16.13,9.85,22.41
2026-08-17,"NBC",53,5,9,39,9.43,16.98,-7.55,TRUE,-5.82,-12.91,1.26,15.34,8.9,21.78
